Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/53253;Corso BUENOS AIRES N. 55| isolato:035| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;55;2129;gbc componenti elettronic;non alimentare;;radio tv, elettrodom,app.radio;xii sub 2|xiv|xiv sub 15|xii sub 3|xiv-orologeria non preziosa;288;288;3;9.21256095228;45.4821725043;45.4821725043, 9.21256095228
EV/110120;Via BIGLI N. 1 Int. 3 (z.d. 1);VENDITA - In sede fissa;Via BIGLI;1;224;;Non Alimentare;;;;;288;1;9.1943810386;45.4677961559;45.4677961559, 9.1943810386
C-EV/32936;Via ANDREA (SANT') N. 11|via sant' andrea 011| isolato:260| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via ANDREA (SANT');11;222;;Non Alimentare;abbigliamento , accessori, bigiotteria, profumeria ;abbigliamento;settore non alimentare;325;289;1;9.19635054679;45.4688040761;45.4688040761, 9.19635054679
EV/115449;CORSO BUENOS AIRES N. 24 /26 (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;24;2129;;Non Alimentare;;;;435;289;3;9.20884235323;45.4779911433;45.4779911433, 9.20884235323
C-EV/49912;Via OROBIA N. 11| isolato:014| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Via OROBIA;11;4137;;Alimentare|Non Alimentare;prodotti tessili, articoli casalinghi, elettrodomestici, apparecci radio e tv, alimetari freschi ecc. ;minimercati;settore alimentare/non aliment;290;290;5;9.20566381522;45.4427080894;45.4427080894, 9.20566381522
C-EV/42993;Via CASORETTO N. 33| isolato:006| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via CASORETTO;33;2420;;non alimentare;;giocattoli;xiv-giocatt. e art. per infan.;290;290;3;9.23059791852;45.4892385725;45.4892385725, 9.23059791852
C-EV/42993;Via CASORETTO N. 33| isolato:006| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via CASORETTO;33;2420;;non alimentare;;giocattoli;xiv-giocatt. e art. per infan.;290;290;3;9.23059791852;45.4892385725;45.4892385725, 9.23059791852
C-EV/56719-1;Via ANDREA (SANT') num.010/a| (z.d. 1);VENDITA - In sede fissa;Via ANDREA (SANT');;222;;non alimentare;;;settore non alimentare;290;290;;;;
C-EV/47062;Piazza DE ANGELI ERNESTO N. 1| isolato:218| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Piazza DE ANGELI ERNESTO;1;6276;hi-fi;non alimentare;e relativi accessori;radio tv, elettrodom,app.radio;xiv-computers|xiv-strumenti musicali|xii sub 2|xii sub 3|xiv-attrez.macch.per ufficio|xii sub 1|xiv ferramenta;290;290;7;9.15071322932;45.466062148;45.466062148, 9.15071322932
C-EV/37225;Via QUARENGHI GIACOMO N. 23 centro commerciale bonola| isolato:300| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Via QUARENGHI GIACOMO;23;7478;master special;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;radio tv, elettrodom,app.radio;settore non alimentare;290;290;8;9.11479754273;45.495837865;45.495837865, 9.11479754273
C-EV/16625;VIA HOEPLI ULRICO N. 3|via hoepli ulrico 003| isolato:384| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;VIA HOEPLI ULRICO;3;190;;Non Alimentare;;articoli sportivi;xiv sub 6|xiv sub 2|ix;590;291;1;9.19219712546;45.4662559342;45.4662559342, 9.19219712546
C-EV/30014;Viale ABRUZZI N. 51| isolato:029| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Viale ABRUZZI;51;2177;;non alimentare;;mobili;xii sub 2|xiv sub 47|xiv sub 15|xii sub 1;292;292;3;9.21679965883;45.4808151121;45.4808151121, 9.21679965883
C-EV/53691;VIA VOLTRI N. 8| isolato:231| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;VIA VOLTRI;8;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma)  attivita'prevalente: commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;422;292;;;;
C-EV/46743;Via FALLOPPIO GABRIELE N. 11| isolato:009| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via FALLOPPIO GABRIELE;11;2424;;non alimentare;;radio tv, elettrodom,app.radio;xii-elettrodomestici;292;292;3;9.22589265754;45.4879817674;45.4879817674, 9.22589265754
C-EV/10562;Corso ITALIA N. 40|via molino delle armi 004| isolato:476| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso ITALIA;40;526;;non alimentare;;mobili;xii sub 1;392;292;1;9.1873273425;45.4561994528;45.4561994528, 9.1873273425
C-EV/47314;Piazza DE ANGELI ERNESTO N. 3| isolato:218| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Piazza DE ANGELI ERNESTO;3;6276;photodiscount;non alimentare;articoli ottici, fotografici, cinematografici, radio, tv, video registrazioni ;cine-foto-ottica-art.scientifi;settore non alimentare;292;292;7;9.15025038639;45.4661081193;45.4661081193, 9.15025038639
C-EV/21396-1;Piazza CORDUSIO N. 2|pza cordusio 002| isolato:436| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazza CORDUSIO;2;626;;;;tessuti per abbigliamento;;292;292;1;9.18668601385;45.4651638324;45.4651638324, 9.18668601385
C-EV/58091;Via BOSCOVICH RUGGERO N. 49| isolato:074| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via BOSCOVICH RUGGERO;49;2131;blockbuster;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: ;videocassette;settore alimentare/non aliment;376;293;3;9.20780205545;45.4800058984;45.4800058984, 9.20780205545
C-EV/41570;Largo RICHINI FRANCESCO N. 1|lgo richini francesco 001| isolato:325| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Largo RICHINI FRANCESCO;1;331;;non alimentare;;libreria;xiii (libri);330;293;1;9.19348446768;45.4604358046;45.4604358046, 9.19348446768
EV/109113;Via MONTE NAPOLEONE N. 10 (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;10;219;;Non Alimentare;;;;370;293;1;9.19517185011;45.4683721174;45.4683721174, 9.19517185011
C-EV/36700;Via MARIA VALLE (SANTA) N. 1|via santa maria valle 001| isolato:397| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MARIA VALLE (SANTA);1;535;;non alimentare;;articoli sportivi;x|ix (cont.antec. d.m. 375/88)|xiv sub 6;294;294;1;9.1840035046;45.4606039212;45.4606039212, 9.1840035046
EV/100256;Via MONTE NAPOLEONE N. 16 (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;16;219;;Non Alimentare;;;;445;295;1;9.19463777856;45.4688506632;45.4688506632, 9.19463777856
C-EV/43219;Via SETTEMBRINI LUIGI N. 11| isolato:073| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via SETTEMBRINI LUIGI;11;2127;belmonte camiciaio italia;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;camiceria;settore non alimentare;295;295;2;9.20508255678;45.4810604601;45.4810604601, 9.20508255678
EV/103463;Corso VITTORIO EMANUELE II N. 30 (z.d. 1);VENDITA - In sede fissa;Corso VITTORIO EMANUELE II;30;214;;Alimentare|Non Alimentare;;;;525;295;1;9.19641794443;45.4656447574;45.4656447574, 9.19641794443
EV/105549;VIA ALGAROTTI FRANCESCO civ. 3;VENDITA - In sede fissa;VIA ALGAROTTI FRANCESCO;;703;;Alimentare|Non Alimentare;;;;497;295;;;;
C-EV/50440;Galleria BUENOS AIRES N. 9| isolato:060| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Galleria BUENOS AIRES;9;2146;celio;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente: abbigliamento. ;abbigliamento;settore non alimentare;298;298;3;9.21049927382;45.479474972;45.479474972, 9.21049927382
C-EV/68292;Corso SEMPIONE N. 6| isolato:136| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso SEMPIONE;6;7137;;Non Alimentare;abbigliamento e relativi accessori ;abbigliamento;settore non alimentare;646;298;1;9.1709211628;45.4771186365;45.4771186365, 9.1709211628
C-EV/74743;Via TORINO N. 23 (z.d. 1);VENDITA - In sede fissa;Via TORINO;23;543;;non alimentare;abbigliamento e accessori ;;settore non alimentare;397;298;1;9.18660189799;45.462246701;45.462246701, 9.18660189799
EV/105218;Viale STURZO DON LUIGI al civico n. 20;VENDITA - In sede fissa;Viale STURZO DON LUIGI;;1704;;Non Alimentare;;;;334;299;;;;
C-EV/153;Via PASSARELLA N. 4|gll passarella 004*| isolato:386| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via PASSARELLA;4;298;caractere;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;480;300;1;9.19452001501;45.4648127621;45.4648127621, 9.19452001501
C-EV/879;Via GREGORIO (SAN) N. 48| isolato:069| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via GREGORIO (SAN);48;2123;;non alimentare;;tessuti per abbigliamento;xiv sub 56|xiv sub 55|ix|x;550;300;2;9.20085312195741;45.4814234801125;45.4814234801125, 9.20085312195741
C-EV/50428-1;Ripa PORTA TICINESE (DI) N. 73| isolato:068| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Ripa PORTA TICINESE (DI);73;5150;ecliss;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;arredamenti;settore non alimentare;300;300;6;9.16889017942;45.4502479923;45.4502479923, 9.16889017942
C-EV/50614;Via BIGLI N. 2|via bigli 002| isolato:314| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via BIGLI;2;224;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specificodiploma)  ;abbigliamento;settore non alimentare;300;300;1;9.19443005784;45.4678713143;45.4678713143, 9.19443005784
C-EV/50641-1;Corso BUENOS AIRES N. 18 (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;18;2129;;non alimentare;;;xiii (cont.antec. d.m. 375/88)|x|ix (cont.antec. d.m. 375/88);300;300;3;9.2081689797;45.4773041555;45.4773041555, 9.2081689797
C-EV/29834;Ripa PORTA TICINESE (DI) N. 47| isolato:072| accesso: accesso interno| (z.d. 6);VENDITA - In sede fissa;Ripa PORTA TICINESE (DI);47;5150;;non alimentare;;mobili;xiv sub 42|xii sub 1|x;300;300;6;9.17324627249;45.4512554994;45.4512554994, 9.17324627249
C-EV/30131;Via PROCACCINI GIULIO CESARE N. 32| isolato:054| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via PROCACCINI GIULIO CESARE;32;7204;bassetti;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;articoli tessili per arredamen;settore non alimentare;300;300;8;9.17022502383;45.4835440549;45.4835440549, 9.17022502383
C-EV/53298;CORSO PORTA VIGENTINA (DI) N. 36| isolato:119| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;CORSO PORTA VIGENTINA (DI);36;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita'prevalente commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;389;300;;;;
C-EV/53791;Via ARONA num.015| isolato:311| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via ARONA;;7169;arona spa-alfaromeo fiat;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;autoveicoli;settore non alimentare;300;300;;;;
C-EV/54026;Viale LANCETTI VINCENZO N. 46| isolato:097| accesso: area ap.rec.| (z.d. 9);VENDITA - In sede fissa;Viale LANCETTI VINCENZO;46;1221;porsche;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio di autovetture e autoaccessori ;autoveicoli;settore non alimentare;300;300;9;9.17303166284;45.4952521681;45.4952521681, 9.17303166284
C-EV/30687;Via CARNEVALI ANTONIO N. 28| isolato:043| accesso: accesso interno| (z.d. 9);VENDITA - In sede fissa;Via CARNEVALI ANTONIO;28;1268;;non alimentare;;mobili;xiv sub 31|xiv sub 16|xii sub 1;350;300;9;9.17262725472;45.5036400315;45.5036400315, 9.17262725472
C-EV/31622;Via TEODOSIO N. 55| isolato:015| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via TEODOSIO;55;2550;garage porpora autofficin;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;accessori e ricambi auto-moto;settore non alimentare;650;300;3;9.22965984124;45.486477698;45.486477698, 9.22965984124
C-EV/44790;Galleria UNIONE (DELL') N. 1|pza missori giuseppe 000| isolato:470| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Galleria UNIONE (DELL');1;510;libreria esoterica;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: libreria ;libreria;settore non alimentare;300;300;1;9.18757928893;45.4614746193;45.4614746193, 9.18757928893
C-EV/46419-1;Via PONTACCIO N. 3 (z.d. 1);VENDITA - In sede fissa;Via PONTACCIO;3;143;;non alimentare;;;x;300;300;1;9.18713725318;45.4727785408;45.4727785408, 9.18713725318
C-EV/46512;CORSO VERCELLI N. 20| isolato:216| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;CORSO VERCELLI;20;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;388;300;;;;
C-EV/45379-1;Via PONTE VETERO N. 14 (z.d. 1);VENDITA - In sede fissa;Via PONTE VETERO;14;718;;alimentare|non alimentare;;;xiv-antichita' e opere d' arte|xiv-ceram. porcellane, vetrer.|xiv|xiii (libri)|xii sub 2|x|i;300;300;1;9.1852952769;45.469580122;45.469580122, 9.1852952769
C-EV/61745-1;Via LITTA MODIGNANI ALESSANDRO N. 112 ();VENDITA - In sede fissa;Via LITTA MODIGNANI ALESSANDRO;112;1539;;non alimentare;vendita esclusiva di auto nuove e usate (art. 38 comma a r.r. 3/2000) ;;settore non alimentare;0;300;9;9.15214503946;45.5214710745;45.5214710745, 9.15214503946
C-EV/62328;Via TADINO ALESSANDRO N. 53| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via TADINO ALESSANDRO;53;2109;la libreria dei ragazzi;non alimentare;;libreria;xiv sub 3;600;300;3;9.21036955927;45.4820008413;45.4820008413, 9.21036955927
C-EV/10565;Via DEL DUCA CINO N. 12|via del duca cino 012| isolato:191| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via DEL DUCA CINO;12;362;;non alimentare;;mobili;x|xii sub 1|xiii (cont.antec. d.m. 375/88)|xii sub 3|xiv sub 42;410;300;1;9.1992042156;45.4666169368;45.4666169368, 9.1992042156
C-EV/48119;Via BRIZI EUGENIO N. 4| isolato:070| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via BRIZI EUGENIO;4;4186;;non alimentare;prodotti di meccanica strumentale, macchinari e attrezzature ;autoveicoli;xiv;300;300;4;9.22907388092;45.4380500802;45.4380500802, 9.22907388092
C-EV/13440;Via ROSSI PELLEGRINO N. 15| isolato:182| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via ROSSI PELLEGRINO;15;1510;;non alimentare;;lampadari;xii sub 3;330;300;9;9.17731423363;45.5083847191;45.5083847191, 9.17731423363
C-EV/69486;Via CALZECCHI TEMISTOCLE N. 17| isolato:164| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via CALZECCHI TEMISTOCLE;17;3241;;non alimentare;;in attesa di revoca;xiii (cont.antec. d.m. 375/88)|xiv sub 16;0;300;3;9.23487525485;45.4725722925;45.4725722925, 9.23487525485
C-EV/48609;Via ZOCCHI CESARE N. 1| isolato:025| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via ZOCCHI CESARE;1;1301;discount;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: esercizio non specializzato a prevalenza alimentare/non supermercato  ;discount alimentare;settore alimentare/non aliment;450;300;9;9.19802839872;45.5032083472;45.5032083472, 9.19802839872
C-EV/19978;VIA VARESINA N. 92| isolato:237| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;VIA VARESINA;92;7290;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;supermercato alimentare;settore alimentare/non aliment;560;300;8;9.14402703253;45.4989138211;45.4989138211, 9.14402703253
C-EV/49049;VIA PORRO LAMBERTENGHI LUIGI N. 16| isolato:264| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;VIA PORRO LAMBERTENGHI LUIGI;16;703;carrefour;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato alimentare;settore alimentare/non aliment;386;300;;;;
C-EV/21629;Via MELZO N. 7| isolato:150| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via MELZO;7;2184;;non alimentare;tappezzeria in carta, plastica, stoffa, e affini, ecc. ;tappezzerie e moquettes;settore non alimentare;300;300;3;9.20954916859;45.4730040907;45.4730040907, 9.20954916859
C-EV/22361;Viale ABRUZZI num.013/a| isolato:067| accesso: accesso interno| (z.d. 3);VENDITA - In sede fissa;Viale ABRUZZI;;2177;;non alimentare;;materiali da costruzione;xiv sub 16;300;300;;;;
C-EV/46012;Via ALESSANDRIA N. 3| isolato:052| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via ALESSANDRIA;3;5109;spazionavigli;non alimentare;articoli per l'arredamento e l'ornamento della casa.|;arredamenti;xii sub 1|xii-elettrodomestici|xiv|xii-materiale elettrico|xii-radio e tv|xii sub 2;300;300;6;9.17212033767;45.4535908232;45.4535908232, 9.17212033767
C-EV/74250;Via GABBA (F.LLI) N. 1|via f.lli gabba 001| isolato:304| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via GABBA (F.LLI);1;146;;Non Alimentare;abbigliamento relativi accessori, articoli di arredamento, complementi d'arredo , articoli da regalo ;;settore non alimentare;380;300;1;9.19008425589;45.4699412963;45.4699412963, 9.19008425589
C-EV/33466;Piazza RISORGIMENTO N. 10| isolato:005| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Piazza RISORGIMENTO;10;3117;;non alimentare;;mobili;xii sub 1|xii sub 2|xii-elettrodomestici;321;302;4;9.21138640738;45.467367672;45.467367672, 9.21138640738
C-EV/23905;Via GAMBOLOITA N. 4| isolato:052| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via GAMBOLOITA;4;4160;concessionari ricamb.fiat;non alimentare;;accessori e ricambi auto-moto;settore non alimentare;605;305;4;9.2216251158;45.4401250741;45.4401250741, 9.2216251158
C-EV/32695;Via COSTA ANDREA N. 1| isolato:358| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;Via COSTA ANDREA;1;2276;centro sposi paradiso;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: commercio al dettaglio di confezioni per adulti ;abiti da sposa e cerimonia;settore alimentare/non aliment;305;305;2;9.21825615517;45.4866233656;45.4866233656, 9.21825615517
C-EV/32726;Viale ESPINASSE CARLO N. 106| isolato:194| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Viale ESPINASSE CARLO;106;7390;;non alimentare;;nautica;xiv sub 10;305;305;8;9.14046879891;45.4999184206;45.4999184206, 9.14046879891
C-EV/48092-1;Via CASSINIS GIOVANNI BATTISTA N. 7 (z.d. 4);VENDITA - In sede fissa;Via CASSINIS GIOVANNI BATTISTA;7;4309;;non alimentare;;;xiv;305;305;4;9.22996719537;45.4374614407;45.4374614407, 9.22996719537
C-EV/31634;Via VICO GIAN BATTISTA N. 14| isolato:225| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via VICO GIAN BATTISTA;14;6219;;non alimentare;;autoveicoli;xiv sub 10;322;307;1;9.17003167298;45.4609642757;45.4609642757, 9.17003167298
C-EV/49924;Via DOLCI CARLO N. 8| isolato:255| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via DOLCI CARLO;8;6555;;alimentare|non alimentare;(con esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio al dettaglio generi alimentari ;supermercato alimentare;settore alimentare/non aliment;444;308;7;9.14330671591;45.4721246359;45.4721246359, 9.14330671591
C-EV/38634;Viale ELVEZIA N. 22 loc.interno| isolato:126| accesso: area ap.rec.| (z.d. 1);VENDITA - In sede fissa;Viale ELVEZIA;22;7085;la casa italiana;non alimentare;;articoli tessili per arredamen;settore non alimentare;666;309;1;9.17627876647;45.4773529903;45.4773529903, 9.17627876647
